user_id,Length,Recency,Frequency,Monetary,cluster,nov_frequency,churn_label
512421126,0,25,1,180.16,1,0.0,Total Churn
512421546,0,0,1,64.35,0,1.0,Non-Churn
512421593,2,16,2,1203.9699999999998,2,0.0,Total Churn
512421693,0,13,1,189.71,0,0.0,Total Churn
512421884,0,4,1,154.19,0,0.0,Total Churn
512422125,0,12,1,172.06,0,0.0,Total Churn
512422136,0,5,1,1372.6,3,0.0,Total Churn
512422162,15,1,2,342.85,2,0.0,Total Churn
512422607,0,26,1,703.12,1,0.0,Total Churn
512422615,0,20,1,460.76,1,0.0,Total Churn
512423489,0,7,1,562.48,0,0.0,Total Churn
512423641,0,10,1,577.61,0,0.0,Total Churn
512423808,0,6,1,320.42,0,0.0,Total Churn
512424140,0,8,1,133.82,0,0.0,Total Churn
512424894,0,27,1,291.01,1,0.0,Total Churn
512425001,0,24,1,179.93,1,0.0,Total Churn
512425104,0,16,1,577.98,1,0.0,Total Churn
512425282,0,19,1,433.67,1,1.0,Non-Churn
512425296,0,23,1,38.35,1,0.0,Total Churn
512425299,0,9,1,30.36,0,0.0,Total Churn
512425353,0,27,1,153.77,1,0.0,Total Churn
512425993,0,30,1,432.59,1,0.0,Total Churn
512426430,0,12,1,1364.0,3,0.0,Total Churn
512426470,16,9,2,31.5,2,1.0,Non-Churn
512426978,0,21,1,188.92,1,0.0,Total Churn
512427112,2,18,2,1585.32,2,0.0,Total Churn
512427182,0,1,1,159.8,0,0.0,Total Churn
512428037,0,25,1,231.41,1,0.0,Total Churn
512428133,0,4,1,398.95,0,0.0,Total Churn
512428559,0,19,1,66.9,1,0.0,Total Churn
512428854,0,26,1,252.13,1,1.0,Non-Churn
512429136,0,22,1,740.93,3,0.0,Total Churn
512429250,0,26,1,245.39,1,0.0,Total Churn
512429286,0,4,1,167.06,0,0.0,Total Churn
512429379,0,14,1,90.07,0,0.0,Total Churn
512430218,0,30,1,737.67,1,0.0,Total Churn
512430565,0,21,1,308.86,1,0.0,Total Churn
512430908,14,3,2,179.76,2,0.0,Total Churn
512431034,0,18,1,161.91,1,0.0,Total Churn
512431358,0,16,1,250.69,1,0.0,Total Churn
512431561,0,18,1,10.01,1,0.0,Total Churn
512431596,0,14,1,792.79,3,0.0,Total Churn
512431671,0,9,1,421.86,0,0.0,Total Churn
512431721,0,12,1,16.96,0,0.0,Total Churn
512431793,0,16,1,161.87,1,0.0,Total Churn
512431890,0,23,1,257.06,1,0.0,Total Churn
512431895,0,7,1,476.18,0,0.0,Total Churn
512432029,0,4,1,386.08,0,0.0,Total Churn
512432344,0,1,1,27.03,0,0.0,Total Churn
512432515,0,13,1,29.58,0,1.0,Non-Churn
512432705,0,19,1,720.71,3,0.0,Total Churn
512432783,0,14,1,89.84,0,0.0,Total Churn
512432985,0,13,1,136.17,0,0.0,Total Churn
512433239,0,25,1,7.06,1,0.0,Total Churn
512433550,0,6,1,153.67,0,0.0,Total Churn
512434009,0,28,1,461.5,1,0.0,Total Churn
512434424,0,15,1,543.64,1,0.0,Total Churn
512434625,0,16,1,814.64,3,0.0,Total Churn
512434715,0,0,1,136.17,0,0.0,Total Churn
512434739,0,20,1,128.45,1,0.0,Total Churn
512435814,0,21,1,115.81,1,0.0,Total Churn
512436225,0,27,1,97.76,1,0.0,Total Churn
512436395,0,7,1,40.12,0,0.0,Total Churn
512436536,0,26,1,90.02,1,0.0,Total Churn
512436697,0,14,1,245.03,0,0.0,Total Churn
512437914,2,19,3,305.78,2,2.0,Non-Churn
512438132,0,12,1,198.07,0,0.0,Total Churn
512438383,0,20,1,154.42,1,0.0,Total Churn
512438412,0,3,1,643.26,0,0.0,Total Churn
512438497,0,5,1,110.66,0,0.0,Total Churn
512439767,0,13,1,51.46,0,0.0,Total Churn
512440252,0,12,1,694.74,3,0.0,Total Churn
512440312,0,12,1,300.39,0,0.0,Total Churn
512440362,0,6,1,696.03,0,0.0,Total Churn
512440442,0,8,1,1502.15,3,0.0,Total Churn
512440887,0,5,1,397.93,0,0.0,Total Churn
512440997,0,24,1,205.14,1,0.0,Total Churn
512441062,0,6,1,223.43,0,0.0,Total Churn
512441147,0,10,1,493.92,0,0.0,Total Churn
512441474,0,2,1,282.68,0,0.0,Total Churn
512441593,0,29,1,427.27,1,0.0,Total Churn
512441661,0,15,1,639.53,3,0.0,Total Churn
512442194,4,17,2,187.05,2,0.0,Total Churn
512442406,0,21,1,1106.82,3,0.0,Total Churn
512442409,0,12,1,253.55,0,0.0,Total Churn
512442857,0,6,1,50.94,0,0.0,Total Churn
512443264,0,7,1,102.18,0,0.0,Total Churn
512443284,0,27,1,231.37,1,2.0,Non-Churn
512443548,0,28,1,180.16,1,0.0,Total Churn
512443815,0,20,1,46.31,1,0.0,Total Churn
512444398,0,13,1,128.68,0,0.0,Total Churn
512445025,0,24,1,231.41,1,0.0,Total Churn
512445162,0,4,1,952.05,3,0.0,Total Churn
512445959,0,4,1,463.31,0,0.0,Total Churn
512446026,0,15,1,289.55,1,0.0,Total Churn
512446263,0,10,1,1029.09,3,0.0,Total Churn
512446509,0,7,1,373.21,0,0.0,Total Churn
512446854,0,20,1,957.81,3,0.0,Total Churn
512447470,0,15,1,172.17,1,0.0,Total Churn
512447778,0,13,1,424.7,0,0.0,Total Churn
512447817,0,12,1,49.18,0,1.0,Non-Churn
512448082,11,15,2,1581.77,2,0.0,Total Churn
512448281,0,13,1,286.43,0,0.0,Total Churn
512448294,0,15,1,252.54,1,0.0,Total Churn
512448711,0,21,1,476.18,1,0.0,Total Churn
512449202,0,5,1,140.65,0,0.0,Total Churn
512449224,0,24,1,720.48,1,0.0,Total Churn
512449635,0,24,1,802.88,3,0.0,Total Churn
512449810,0,14,1,485.54,0,0.0,Total Churn
512450359,0,20,1,746.17,3,0.0,Total Churn
512450470,0,11,1,167.03,0,0.0,Total Churn
512450508,0,23,1,165.41,1,0.0,Total Churn
512450989,0,26,1,975.56,3,0.0,Total Churn
512451597,0,24,1,73.19,1,0.0,Total Churn
512451785,11,2,4,1055.16,2,0.0,Total Churn
512451997,0,25,1,177.84,1,0.0,Total Churn
512452422,0,11,1,177.3,0,0.0,Total Churn
512452434,0,11,1,58.43,0,0.0,Total Churn
512452768,0,27,1,30.55,1,0.0,Total Churn
512452856,0,13,1,195.62,0,0.0,Total Churn
512452930,0,29,1,185.7,1,0.0,Total Churn
512452935,0,7,1,6.74,0,0.0,Total Churn
512453227,16,6,2,877.65,2,2.0,Non-Churn
512453794,0,14,1,97.81,0,0.0,Total Churn
512454603,0,14,1,79.82,0,0.0,Total Churn
512454854,0,22,1,635.8,1,0.0,Total Churn
512455633,0,27,1,60.23,1,0.0,Total Churn
512455888,0,11,1,71.89,0,0.0,Total Churn
512456022,0,17,1,218.49,1,0.0,Total Churn
512456525,0,12,1,130.54,0,0.0,Total Churn
512456729,0,20,1,424.46,1,0.0,Total Churn
512456961,0,18,1,38.59,1,0.0,Total Churn
512456966,0,17,1,230.79,1,0.0,Total Churn
512457035,0,28,1,45.24,1,0.0,Total Churn
512457066,2,4,2,927.41,2,0.0,Total Churn
512457479,0,27,1,514.79,1,0.0,Total Churn
512458113,0,3,1,223.73,0,0.0,Total Churn
512458236,0,23,1,18.56,1,0.0,Total Churn
512458417,0,19,1,1085.97,3,0.0,Total Churn
512458708,0,20,1,205.9,1,0.0,Total Churn
512458793,0,30,1,38.57,1,0.0,Total Churn
512458971,0,0,1,113.0,0,0.0,Total Churn
512459078,0,7,1,270.42,0,0.0,Total Churn
512459272,0,22,1,702.1,1,0.0,Total Churn
512459656,0,27,1,1428.58,3,0.0,Total Churn
512460338,0,27,1,99.62,1,0.0,Total Churn
512460433,0,29,1,71.3,1,0.0,Total Churn
512460539,0,26,1,97.79,1,0.0,Total Churn
512460546,0,1,1,437.33,0,0.0,Total Churn
512460700,0,29,1,17.99,1,0.0,Total Churn
512460793,0,13,1,21.62,0,0.0,Total Churn
512461019,0,4,1,19.28,0,0.0,Total Churn
512461237,0,28,1,580.45,1,0.0,Total Churn
512461465,0,21,1,207.92,1,0.0,Total Churn
512462178,0,9,1,283.12,0,0.0,Total Churn
512462509,0,30,1,82.37,1,0.0,Total Churn
512462515,0,18,1,111.03,1,0.0,Total Churn
512462542,12,5,3,982.97,2,1.0,Partial Churn
512462566,11,8,2,1215.19,2,0.0,Total Churn
512463187,0,29,1,5.51,1,0.0,Total Churn
512463600,0,24,1,152.0,1,0.0,Total Churn
512463880,0,1,1,219.83,0,0.0,Total Churn
512463930,0,14,1,1088.81,3,0.0,Total Churn
512464095,0,15,1,196.89,1,0.0,Total Churn
512464193,0,29,1,167.29,1,0.0,Total Churn
512464473,0,5,1,256.98,0,0.0,Total Churn
512464660,0,27,1,370.41,1,0.0,Total Churn
512464669,8,18,2,958.05,2,0.0,Total Churn
512464946,0,20,1,64.35,1,0.0,Total Churn
512465399,0,9,1,131.53,0,0.0,Total Churn
512465892,0,26,1,144.89,1,0.0,Total Churn
512466039,0,18,1,553.3,1,0.0,Total Churn
512466044,0,3,1,118.15,0,0.0,Total Churn
512466050,0,10,1,102.45,0,0.0,Total Churn
512466360,0,16,1,1583.05,3,0.0,Total Churn
512466747,0,7,1,61.52,0,0.0,Total Churn
512466824,0,22,1,293.19,1,0.0,Total Churn
512466939,0,22,1,334.37,1,0.0,Total Churn
512466963,0,13,1,102.65,0,0.0,Total Churn
512467015,0,5,1,514.56,0,0.0,Total Churn
512467351,0,13,1,1003.37,3,0.0,Total Churn
512467478,0,24,1,267.68,1,0.0,Total Churn
512467711,0,12,1,102.94,0,0.0,Total Churn
512468390,0,23,1,35.78,1,0.0,Total Churn
512468806,0,12,1,56.6,0,0.0,Total Churn
512469127,0,0,1,900.41,0,0.0,Total Churn
512469573,0,5,1,147.22,0,0.0,Total Churn
512469838,0,12,1,249.61,0,0.0,Total Churn
512470377,0,14,1,177.3,0,0.0,Total Churn
512470550,0,21,1,931.79,3,0.0,Total Churn
512470617,0,14,1,565.73,0,0.0,Total Churn
512470630,0,26,1,1793.97,3,0.0,Total Churn
512470989,0,2,1,172.22,0,0.0,Total Churn
512471095,0,24,1,190.97,1,0.0,Total Churn
512471145,0,30,1,138.74,1,1.0,Non-Churn
512471278,0,2,1,2496.59,3,0.0,Total Churn
512471329,0,23,1,41.16,1,0.0,Total Churn
512471414,0,7,1,181.21,0,0.0,Total Churn
512471454,0,9,1,546.13,0,0.0,Total Churn
512471676,0,3,1,55.57,0,0.0,Total Churn
